,0
0,0.002638627600390464
1,0.0027186136692762377
2,0.0025716588250361385
3,0.0022173196892254056
4,0.0018118042848072947
5,0.0023982795071788134
6,0.00217502280138433
7,0.0016629270277917386
8,0.0014660672459285706
9,0.001366921776207164
10,0.0010911696299444884
11,0.001367911178385839
12,0.002076452854089439
13,0.0018002596450969576
14,0.0009124148724367842
15,0.00082631625700742
16,0.0008970912371296435
17,0.0010243251221254469
18,0.0011455507134087383
19,0.0013334293325897306
20,0.0016560595016926528
21,0.001708278915612027
22,0.001067515992326662
23,0.000607018408481963
24,0.0008957134035881609
25,0.0012814243731554598
26,0.0011170814337674527
27,0.0014164268330205231
28,0.0016710520954802631
29,0.0012975737859960645
30,0.001185439043911174
31,0.0010727577842772006
32,0.0009166271018330007
33,0.0008242083975346759
34,0.0007541723229223862
35,0.0004845954841584899
36,0.00030900022538844497
37,0.00046790282358415424
38,0.0007719171611825004
39,0.0006961967621464283
40,0.0006235901004401967
41,0.0005430221935966983
42,0.0004775536304805428
43,0.0005909214174607769
44,0.0007522048865212128
45,0.001014082587789744
46,0.0013363607751671225
47,0.0011012967734131962
48,0.0011749050056096167
49,0.0013134741806425155
50,0.000889042962808162
51,0.0005853224254678934
52,0.0005125462805153802
53,0.0003680741850985214
54,0.0003865443009999581
55,0.0004468202329007909
56,0.000567894836422056
57,0.0007028051535598933
58,0.0005899523937841877
59,0.00045017649827059356
60,0.00027064832393079995
61,0.0002887806389480829
62,0.00029672220698557795
63,0.00039194128185044975
64,0.0004992657632101327
65,0.0006627973634749651
66,0.0005793806922156364
67,0.0006175955990329385
68,0.0005596563074504957
69,0.0005058364215074107
70,0.0004679359495639801
71,0.0005259336234303191
72,0.0009073870867723599
73,0.00134793387260288
74,0.0006334097590297461
75,0.0004385786276543513
76,0.0007299337099539116
77,0.0014444412779994309
78,0.0013229573320131748
79,0.0012141644430812449
80,0.0008070684940321371
81,0.0005580706201726571
82,0.0006517200439702719
83,0.000970791993313469
84,0.0016825920611154288
85,0.0021048772032372653
86,0.002053481282200664
87,0.0023528025369159876
88,0.0017665434337686748
89,0.0011327441257890313
90,0.0009604114544345066
91,0.0010582878952845932
92,0.0011214289639610796
93,0.0011337152565829456
94,0.0011677578091621398
95,0.0012519866635557265
96,0.001443064701743424
97,0.0017810464487411082
98,0.001798394531942904
99,0.0013398259412497281
100,0.001414293161360547
101,0.0014818552241194992
102,0.0014905836433172226
103,0.001305073662661016
104,0.00118292152765207
105,0.0010561481292825192
106,0.0009204238129314035
107,0.0009192033641738818
108,0.0009185466391500085
109,0.001050987362395972
110,0.0009175653918646276
111,0.0008121383318211884
112,0.0008562955452362075
113,0.0008892276120604948
114,0.0009036377829033882
115,0.0005784507171483711
116,0.0003520703758113086
117,0.00025905080401571466
118,0.00041456232429482043
119,0.0005258713063085452
120,0.0006696211406961083
121,0.0006112011586083099
122,0.0006936323276022449
123,0.0008062267850618809
124,0.0007220282015623525
125,0.0004877441606367938
126,0.0004865289098233916
127,0.00039189209637697787
128,0.0003180948318913579
129,0.00024601293844170866
130,0.000276949760154821
131,0.000270238594384864
132,0.0002766674180747941
133,0.00024481925502186643
134,0.0003682516384287737
135,0.00047522521344944835
136,0.0006521363829961047
137,0.000782577955396846
138,0.0008207047532778234
139,0.0008974273572675884
140,0.0009820803999900818
141,0.0007878256583353505
142,0.0007552868570201099
143,0.0008765662787482142
144,0.0010603383590932936
145,0.0011306333530228586
146,0.00123537567560561
147,0.001441810157848522
148,0.0015632602386176585
149,0.001998348848428577
150,0.0025905019487254322
151,0.0032464963616803287
152,0.003674210386816412
153,0.004070691531524062
154,0.0034703554585576056
155,0.002072249131742865
156,0.0011490831326227634
157,0.0006734768074238672
158,0.000442058352928143
159,0.00048079530242830517
160,0.000451303695444949
161,0.00045834048214601355
162,0.0004137043870287016
163,0.0003773249904043041
164,0.00029554342618212106
165,0.00030957919225329535
166,0.00027902742294827476
167,0.0002912695548729971
168,0.0002154788264306262
169,0.0003523513427353464
170,0.0005444334237836301
171,0.0004107915156055242
172,0.00042641208856366577
173,0.0004931435265461914
174,0.0006002321955747902
175,0.000662538016331382
176,0.0007491017400752753
177,0.000610874977428466
178,0.0003523497289279476
179,0.0005313516507158056
180,0.0007220297964522615
181,0.0007988802768522874
182,0.0010416168312076478
183,0.001322146476013586
184,0.0024644490797072647
185,0.002526257827412337
186,0.002061163878533989
187,0.001877079700352624
188,0.0015501895220950245
189,0.0013326421496458352
190,0.001109312614426017
191,0.0010325302253477275
192,0.0010920212545897812
193,0.0017191440216265618
194,0.0020945878350175917
195,0.0022739672684110703
196,0.002147660776972771
197,0.0016700685722753406
198,0.001420588669134304
199,0.0012623929884284734
200,0.0010706840315833689
201,0.0009090768406167626
202,0.000836258105118759
203,0.000561897162697278
204,0.0004214692089590244
205,0.00043862492602784184
206,0.0006589283380890265
207,0.0010646376351360232
208,0.0009270065842429176
209,0.0008513406588463113
210,0.0007818276470061391
211,0.00044267899938859044
212,0.0005252173607004807
213,0.0007681914372369647
214,0.000803871129755862
215,0.0009549600741593167
216,0.0008217797410907223
217,0.0006649857386946678
218,0.0005168772739125415
219,0.000431334285531193
220,0.0005412805505329743
221,0.0005699965520761907
222,0.00040238670917460697
223,0.0002778013396891765
224,0.00022076772729633375
225,0.00024394558640778997
226,0.00017205876720254308
227,0.00025251760525861754
228,0.00032634383387630805
229,0.0003906322963302955
230,0.00019585866466513834
231,0.0001252619258593768
232,0.0002990859560668468
233,0.0004142283185501583
234,0.00041702020971570166
235,0.0004472503380384296
236,0.0002857035360648297
237,0.00030422038835240526
238,0.00022598861323785968
239,0.00023463520483346656
240,0.00040985569212352856
241,0.0007644609577255324
242,0.000934590061660856
243,0.0004831794460187666
244,0.0005150601849891245
245,0.0005521954444702715
246,0.0007580192992463708
247,0.001018804224440828
248,0.0012201845354866236
249,0.0012946702307090163
250,0.0013475311687216162
251,0.001041776011697948
252,0.0007029072032310069
253,0.000541806744877249
254,0.0004024537687655538
255,0.0002904755194322206
256,0.00022201582542038522
257,0.00030949243373470383
258,0.00047307500208262356
259,0.0006973016395932063
260,0.0011596155120059848
261,0.001157909561879933
262,0.0008266287535661831
263,0.0008242136857006699
264,0.0008474886184558272
265,0.0010748000349849463
266,0.0014890054182615132
267,0.0018195016251411288
268,0.0019720998068805786
269,0.001523266133153811
270,0.0010872826271224767
271,0.0009648440260207281
272,0.0013624763174448161
273,0.0015125120349694043
274,0.00146219024900347
275,0.0014564332377631217
276,0.0012499118922278285
277,0.0013250657939352095
278,0.0018832396192010493
279,0.0020726290298625828
280,0.0022628697799518703
281,0.0024182541063055398
282,0.0017483298026490957
283,0.001191838935483247
284,0.0011270647053606808
285,0.0015901771432254464
286,0.0019320963299833238
287,0.002092492580413818
288,0.0021865323185920717
289,0.0018487894267309457
290,0.0016406513343099505
291,0.0018258543044794352
292,0.0020459335413761438
293,0.0023004393326118587
294,0.002941845334134996
295,0.002628736477345228
296,0.0014674752776045353
297,0.0011843291285913438
298,0.001064144924748689
299,0.0010486139683052898
300,0.0009249330498278141
301,0.000651991504128091
302,0.0005493752978509292
303,0.0004275415427400731
304,0.00040405514882877467
305,0.0002973953436594456
306,0.0003363906856975518
307,0.00029061018431093545
308,0.00036310976720415055
309,0.000651526017463766
310,0.0007539462938439101
311,0.0007060187170282006
312,0.0005948387231910601
313,0.0005956684850389138
314,0.0005743211921071633
315,0.0003640276947407983
316,0.0003242994236643426
317,0.0003693988503073342
318,0.0007319195457966999
319,0.0005012732406612485
320,0.0004912523669190705
321,0.000538963548024185
322,0.000599544754368253
323,0.0008337193605257199
324,0.0006449089734815062
325,0.0005904371180804446
326,0.000526935255038552
327,0.0006232669722521678
328,0.000701544329058379
329,0.0007989525242010131
330,0.0010447386477608234
331,0.0012709184025879948
332,0.0013570273760706187
333,0.0013454603089485318
334,0.0014409218856599182
335,0.0012483521190006287
336,0.0013536773563828318
337,0.001369191997218877
338,0.0010727286688052117
339,0.001024492015130818
340,0.001039177371421829
341,0.0011052801564801484
342,0.0016590020270086825
343,0.0027797562419436873
344,0.0037809894885867832
345,0.004134166589938104
346,0.005477171111851931
347,0.00621811996679753
348,0.006847511325031519
349,0.005512203020043671
350,0.00446531584020704
351,0.003191284602507949
352,0.0027167286607436836
353,0.0016729354509152472
354,0.0008350110612809658
355,0.0013902949402108788
356,0.0018786405154969544
357,0.0017617746256291867
358,0.001279630494536832
359,0.0010521393676754087
360,0.0011269829468801618
361,0.0010481090808752923
362,0.001430452719796449
363,0.0019312761607579887
364,0.0017492733779363335
365,0.0013672947825398296
366,0.0010262652940582484
367,0.0009194161568302662
368,0.003850063146091998
369,0.003424844960682094
370,0.00338995645288378
371,0.0034312472096644344
372,0.0030289232032373547
373,0.002412632422056049
374,0.002091251499950886
